index,r,g,b,soundFreq,octave,note,noteClass,audioClass
556,0,15,40,1046.5,6,0,C,lowTreble,
557,0,31,80,1108.73,6,1,C#,lowTreble,
558,0,46,120,1174.66,6,2,D,lowTreble,
559,0,61,160,1244.51,6,3,D#,lowTreble,
560,0,77,200,1318.51,6,4,E,lowTreble,
561,0,92,240,1396.91,6,5,F,lowTreble,
562,25,113,255,1479.98,6,6,F#,lowTreble,
563,65,138,255,1567.98,6,7,G,lowTreble,
564,105,163,255,1661.22,6,8,G#,lowTreble,
565,145,187,255,1760.0,6,8,G#,lowTreble,
566,185,212,255,1864.66,6,10,A#,lowTreble,
567,225,236,255,1975.53,6,11,B,lowTreble,
568,20,0,34,2093.0,7,0,C,midTreble,
569,40,0,69,2217.46,7,1,C#,midTreble,
570,60,0,103,2349.32,7,2,D,midTreble,
571,80,0,137,2489.0,7,3,D#,midTreble,
572,100,0,171,2637.0,7,4,E,midTreble,
573,120,0,206,2793.83,7,5,F,midTreble,
574,140,0,240,2959.96,7,6,F#,midTreble,
575,157,19,255,3135.96,7,7,G,midTreble,
576,171,54,255,3322.44,7,8,G#,midTreble,
577,186,88,255,3520.0,7,8,G#,midTreble,
578,200,122,255,3729.31,7,10,A#,midTreble,
579,214,157,255,3951.0,7,11,B,midTreble,
580,20,0,28,4186.0,8,0,C,highTreble,
581,41,0,57,4434.92,8,1,C#,highTreble,
582,61,0,85,4698.63,8,2,D,highTreble,
583,81,0,114,4978.0,8,3,D#,highTreble,
584,102,0,142,5274.0,8,4,E,highTreble,
585,122,0,170,5587.65,8,4,E,highTreble,
586,143,0,199,5919.91,8,6,F#,highTreble,
587,163,0,227,6271.93,8,7,G,highTreble,
588,183,1,255,6644.88,8,8,G#,highTreble,
589,191,29,255,7040.0,8,9,A,highTreble,
590,199,58,255,7458.62,8,10,A#,highTreble,
591,207,86,255,7902.13,8,11,B,highTreble,
592,23,0,0,16.84,0,0,C,lowBass,
593,38,0,0,17.84,0,1,C#,lowBass,
594,54,0,0,18.97,0,2,D,lowBass,
595,68,0,0,19.99,0,3,D#,lowBass,
596,84,0,0,21.26,0,4,E,lowBass,
597,99,0,0,22.48,0,5,F,lowBass,
598,114,0,0,23.81,0,6,F#,lowBass,
599,129,0,0,25.23,0,7,G,lowBass,
600,144,0,0,26.68,0,8,G#,lowBass,
601,160,0,0,28.37,0,9,A,lowBass,
602,175,0,0,30.01,0,10,A#,lowBass,
603,20,0,0,31.79,0,11,B,lowBass,
604,60,0,0,33.68,1,0,C,midBass,
605,100,0,0,35.68,1,1,C#,midBass,
606,140,0,0,37.8,1,2,D,midBass,
607,180,0,0,40.05,1,3,D#,midBass,
608,220,0,0,42.43,1,4,E,midBass,
609,255,5,5,44.65,1,5,F,midBass,
610,255,45,45,47.63,1,6,F#,midBass,
611,255,85,85,52.46,1,7,G,midBass,
612,255,125,125,55.46,1,7,G,midBass,
613,255,165,165,56.64,1,8,G#,midBass,
614,255,205,205,60.01,1,10,A#,midBass,
615,20,11,0,63.68,1,11,B,midBass,
616,60,32,0,67.36,2,0,C,highBass,
617,100,53,0,71.33,2,1,C#,highBass,
618,140,75,0,75.64,2,2,D,highBass,
619,180,96,0,80.1,2,3,D#,highBass,
620,220,117,0,84.82,2,4,E,highBass,
621,255,138,5,89.91,2,5,F,highBass,
622,255,157,45,95.25,2,6,F#,highBass,
623,255,176,85,100.96,2,7,G,highBass,
624,255,194,125,106.86,2,8,G#,highBass,
625,255,213,165,113.27,2,8,G#,highBass,
626,255,232,205,120.06,2,10,A#,highBass,
627,20,19,0,127.38,2,11,B,highBass,
628,60,56,0,134.7,3,0,C,lowMidrange,
629,100,93,0,142.66,3,1,C#,lowMidrange,
630,140,131,0,151.2,3,2,D,lowMidrange,
631,180,168,0,160.12,3,3,D#,lowMidrange,
632,220,205,0,169.65,3,4,E,lowMidrange,
633,255,238,5,180.92,3,5,F,lowMidrange,
634,255,241,45,190.5,3,6,F#,lowMidrange,
635,255,244,85,201.96,3,7,G,lowMidrange,
636,255,246,125,213.68,3,8,G#,lowMidrange,
637,255,249,165,226.54,3,8,G#,lowMidrange,
638,255,252,205,240.17,3,10,A#,lowMidrange,
639,9,20,0,254.79,3,11,B,lowMidrange,
640,26,60,0,269.41,4,0,C,midMidrange,
641,43,100,0,285.28,4,1,C#,midMidrange,
642,61,140,0,302.55,4,2,D,midMidrange,
643,78,180,0,320.38,4,3,D#,midMidrange,
644,95,220,0,339.26,4,4,E,midMidrange,
645,113,255,5,359.1,4,5,F,midMidrange,
646,136,255,45,381.0,4,6,F#,midMidrange,
647,159,255,85,403.83,4,7,G,midMidrange,
648,181,255,125,427.45,4,8,G#,midMidrange,
649,204,255,165,453.08,4,8,G#,midMidrange,
650,227,255,205,480.24,4,10,A#,midMidrange,
651,0,15,20,509.53,5,11,B,highMidrange,
652,0,45,60,538.81,5,0,C,highMidrange,
653,0,75,100,570.85,5,1,C#,highMidrange,
654,0,105,140,604.79,5,2,D,highMidrange,
655,0,135,180,640.75,5,3,D#,highMidrange,
656,0,165,220,678.86,5,4,E,highMidrange,
657,5,192,255,721.78,5,5,F,highMidrange,
658,45,202,255,761.99,5,6,F#,highMidrange,
659,85,213,255,808.23,5,7,G,highMidrange,
660,125,222,255,855.31,5,8,G#,highMidrange,
661,165,233,255,906.68,5,8,G#,highMidrange,
662,205,242,255,959.48,5,10,A#,highMidrange,
663,0,8,20,1018.55,6,11,B,lowTreble,
664,0,23,60,1077.62,6,0,C,lowTreble,
665,0,38,100,1141.1,6,1,C#,lowTreble,
666,0,54,140,1210.22,6,2,D,lowTreble,
667,0,69,180,1281.51,6,3,D#,lowTreble,
668,0,84,220,1357.0,6,4,E,lowTreble,
669,5,101,255,1436.4,6,5,F,lowTreble,
670,45,125,255,1523.3,6,6,F#,lowTreble,
671,85,150,255,1613.88,6,7,G,lowTreble,
672,125,175,255,1710.61,6,8,G#,lowTreble,
673,165,200,255,1813.14,6,8,G#,lowTreble,
674,205,224,255,1920.1,6,10,A#,lowTreble,
675,10,0,17,2038.23,7,11,B,midTreble,
676,30,0,52,2156.36,7,0,C,midTreble,
677,50,0,86,2283.39,7,1,C#,midTreble,
678,70,0,120,2419.16,7,2,D,midTreble,
679,90,0,155,2565.74,7,3,D#,midTreble,
680,110,0,189,2716.84,7,4,E,midTreble,
681,130,0,223,2876.9,7,5,F,midTreble,
682,150,3,255,3056.59,7,6,F#,midTreble,
683,164,37,255,3231.1,7,7,G,midTreble,
684,178,71,255,3419.2,7,8,G#,midTreble,
685,193,106,255,3629.02,7,8,G#,midTreble,
686,207,140,255,3842.42,7,10,A#,midTreble,
687,10,0,14,4078.93,7,11,B,midTreble,
688,31,0,43,4315.44,8,0,C,highTreble,
689,51,0,71,4566.78,8,1,C#,highTreble,
690,71,0,99,4835.46,8,2,D,highTreble,
691,92,0,128,5129.02,8,3,D#,highTreble,
692,112,0,156,5430.83,8,4,E,highTreble,
693,132,0,185,5753.78,8,5,F,highTreble,
694,152,0,213,6088.59,8,6,F#,highTreble,
695,173,0,242,6462.21,8,7,G,highTreble,
696,187,15,255,6842.44,8,8,G#,highTreble,
697,195,43,255,7243.65,8,9,A,highTreble,
698,203,71,255,7668.06,8,10,A#,highTreble,
699,97,0,0,22.48,0,5,F,lowBass,
700,255,0,0,44.95,1,5,F,midBass,
701,255,136,0,89.91,2,5,F,highBass,
702,255,238,0,179.81,3,5,F,lowMidrange,
703,111,255,0,359.61,4,5,F,midMidrange,
704,0,191,255,719.23,5,5,F,highMidrange,
705,0,98,255,1438.23,6,5,F,lowTreble,
706,128,0,219,2876.9,7,5,F,midTreble,
707,130,0,181,5753.78,8,5,F,highTreble,
708,97,0,0,22.48,0,5,F,lowBass,
709,255,0,0,44.95,1,5,F,midBass,
710,255,137,0,89.8,2,5,F,highBass,
711,255,239,0,179.7,3,5,F,lowMidrange,
712,112,255,0,359.5,4,5,F,midMidrange,
713,0,192,255,719.12,5,5,F,highMidrange,
714,0,97,255,1438.34,6,5,F,lowTreble,
715,126,0,219,2877.12,7,5,F,midTreble,
716,131,0,181,5753.67,8,5,F,highTreble,
717,15,0,0,16.35,0,0,C,lowBass,
718,31,0,0,17.32,0,1,C#,lowBass,
719,45,0,0,18.35,0,2,D,lowBass,
720,61,0,0,19.45,0,3,D#,lowBass,
721,76,0,0,20.6,0,4,E,lowBass,
722,91,0,0,21.83,0,5,F,lowBass,
723,107,0,0,23.12,0,6,F#,lowBass,
724,121,0,0,24.5,0,7,G,lowBass,
725,137,0,0,25.96,0,8,G#,lowBass,
726,152,0,0,27.5,0,9,A,lowBass,
727,167,0,0,29.14,0,10,A#,lowBass,
728,183,0,0,30.87,0,11,B,lowBass,
729,40,0,0,32.7,1,0,C,midBass,
730,80,0,0,34.65,1,1,C#,midBass,
731,120,0,0,36.71,1,2,D,midBass,
732,160,0,0,38.89,1,3,D#,midBass,
733,200,0,0,41.2,1,4,E,midBass,
734,240,0,0,43.65,1,5,F,midBass,
735,255,25,25,46.25,1,6,F#,midBass,
736,255,65,65,49.0,1,7,G,midBass,
737,255,105,105,55.91,1,8,G#,midBass,
738,255,145,145,55.0,1,7,G,midBass,
739,255,185,185,58.27,1,10,A#,midBass,
740,255,225,225,61.74,1,11,B,midBass,
741,40,21,0,65.41,2,0,C,highBass,
742,80,43,0,69.3,2,1,C#,highBass,
743,120,64,0,73.42,2,2,D,highBass,
744,160,85,0,77.78,2,3,D#,highBass,
745,200,107,0,82.41,2,4,E,highBass,
746,240,128,0,87.31,2,5,F,highBass,
747,255,148,25,92.5,2,6,F#,highBass,
748,255,166,65,98.0,2,7,G,highBass,
749,255,185,105,103.83,2,8,G#,highBass,
750,255,204,145,110.0,2,8,G#,highBass,
751,255,222,185,116.54,2,10,A#,highBass,
752,255,241,225,123.47,2,10,A#,highBass,
753,40,37,0,130.81,3,0,C,lowMidrange,
754,80,75,0,138.59,3,1,C#,lowMidrange,
755,120,112,0,146.83,3,2,D,lowMidrange,
756,160,150,0,155.56,3,3,D#,lowMidrange,
757,200,187,0,164.81,3,4,E,lowMidrange,
758,240,224,0,174.61,3,5,F,lowMidrange,
759,255,240,25,185.0,3,6,F#,lowMidrange,
760,255,242,65,196.0,3,7,G,lowMidrange,
761,255,245,105,207.65,3,8,G#,lowMidrange,
762,255,248,145,220.0,3,8,G#,lowMidrange,
763,255,250,185,233.08,3,10,A#,lowMidrange,
764,255,253,225,246.94,3,11,B,lowMidrange,
765,17,40,0,261.63,4,0,C,midMidrange,
766,35,80,0,277.18,4,1,C#,midMidrange,
767,52,120,0,293.66,4,2,D,midMidrange,
768,69,160,0,311.13,4,3,D#,midMidrange,
769,87,200,0,329.63,4,4,E,midMidrange,
770,104,240,0,349.23,4,5,F,midMidrange,
771,125,255,25,369.99,4,6,F#,midMidrange,
772,147,255,65,392.0,4,7,G,midMidrange,
773,170,255,105,415.3,4,8,G#,midMidrange,
774,193,255,145,440.0,4,8,G#,midMidrange,
775,215,255,185,466.16,4,9,A,midMidrange,
776,238,255,225,493.88,4,10,A#,midMidrange,
777,0,30,40,523.25,5,0,C,highMidrange,
778,0,60,80,554.37,5,1,C#,highMidrange,
779,0,90,120,587.33,5,2,D,highMidrange,
780,0,120,160,622.25,5,3,D#,highMidrange,
781,0,150,200,659.25,5,4,E,highMidrange,
782,0,180,240,698.46,5,5,F,highMidrange,
783,25,197,255,739.99,5,6,F#,highMidrange,
784,65,207,255,783.99,5,7,G,highMidrange,
785,105,217,255,830.61,5,8,G#,highMidrange,
786,145,227,255,880.0,5,8,G#,highMidrange,
787,185,238,255,932.33,5,10,A#,highMidrange,
788,225,247,255,987.77,5,11,B,highMidrange,
789,0,15,40,1046.5,6,0,C,lowTreble,
790,0,31,80,1108.73,6,1,C#,lowTreble,
791,0,46,120,1174.66,6,2,D,lowTreble,
792,0,61,160,1244.51,6,3,D#,lowTreble,
793,0,77,200,1318.51,6,4,E,lowTreble,
794,0,92,240,1396.91,6,5,F,lowTreble,
795,25,113,255,1479.98,6,6,F#,lowTreble,
796,65,138,255,1567.98,6,7,G,lowTreble,
797,105,163,255,1661.22,6,8,G#,lowTreble,
798,145,187,255,1760.0,6,8,G#,lowTreble,
799,185,212,255,1864.66,6,10,A#,lowTreble,
800,225,236,255,1975.53,6,11,B,lowTreble,
801,20,0,34,2093.0,7,0,C,midTreble,
802,40,0,69,2217.46,7,1,C#,midTreble,
803,60,0,103,2349.32,7,2,D,midTreble,
804,80,0,137,2489.0,7,3,D#,midTreble,
805,100,0,171,2637.0,7,4,E,midTreble,
806,120,0,206,2793.83,7,5,F,midTreble,
807,140,0,240,2959.96,7,6,F#,midTreble,
808,157,19,255,3135.96,7,7,G,midTreble,
809,171,54,255,3322.44,7,8,G#,midTreble,
810,186,88,255,3520.0,7,8,G#,midTreble,
811,200,122,255,3729.31,7,10,A#,midTreble,
812,214,157,255,3951.0,7,11,B,midTreble,
813,20,0,28,4186.0,8,0,C,highTreble,
814,41,0,57,4434.92,8,1,C#,highTreble,
815,61,0,85,4698.63,8,2,D,highTreble,
816,81,0,114,4978.0,8,3,D#,highTreble,
817,102,0,142,5274.0,8,4,E,highTreble,
818,122,0,170,5587.65,8,4,E,highTreble,
819,143,0,199,5919.91,8,6,F#,highTreble,
820,163,0,227,6271.93,8,7,G,highTreble,
821,183,1,255,6644.88,8,8,G#,highTreble,
822,191,29,255,7040.0,8,9,A,highTreble,
823,199,58,255,7458.62,8,10,A#,highTreble,
824,207,86,255,7902.13,8,11,B,highTreble,
825,23,0,0,16.84,0,0,C,lowBass,
826,38,0,0,17.84,0,1,C#,lowBass,
827,54,0,0,18.97,0,2,D,lowBass,
828,68,0,0,19.99,0,3,D#,lowBass,
829,84,0,0,21.26,0,4,E,lowBass,
830,99,0,0,22.48,0,5,F,lowBass,
831,114,0,0,23.81,0,6,F#,lowBass,
832,129,0,0,25.23,0,7,G,lowBass,
833,144,0,0,26.68,0,8,G#,lowBass,
834,160,0,0,28.37,0,9,A,lowBass,
835,175,0,0,30.01,0,10,A#,lowBass,
836,20,0,0,31.79,0,11,B,lowBass,
837,60,0,0,33.68,1,0,C,midBass,
838,100,0,0,35.68,1,1,C#,midBass,
839,140,0,0,37.8,1,2,D,midBass,
840,180,0,0,40.05,1,3,D#,midBass,
841,220,0,0,42.43,1,4,E,midBass,
842,255,5,5,44.65,1,5,F,midBass,
843,255,45,45,47.63,1,6,F#,midBass,
844,255,85,85,52.46,1,7,G,midBass,
845,255,125,125,55.46,1,7,G,midBass,
846,255,165,165,56.64,1,8,G#,midBass,
847,255,205,205,60.01,1,10,A#,midBass,
848,20,11,0,63.68,1,11,B,midBass,
849,60,32,0,67.36,2,0,C,highBass,
850,100,53,0,71.33,2,1,C#,highBass,
851,140,75,0,75.64,2,2,D,highBass,
852,180,96,0,80.1,2,3,D#,highBass,
853,220,117,0,84.82,2,4,E,highBass,
854,255,138,5,89.91,2,5,F,highBass,
855,255,157,45,95.25,2,6,F#,highBass,
856,255,176,85,100.96,2,7,G,highBass,
857,255,194,125,106.86,2,8,G#,highBass,
858,255,213,165,113.27,2,8,G#,highBass,
859,255,232,205,120.06,2,10,A#,highBass,
860,20,19,0,127.38,2,11,B,highBass,
861,60,56,0,134.7,3,0,C,lowMidrange,
862,100,93,0,142.66,3,1,C#,lowMidrange,
863,140,131,0,151.2,3,2,D,lowMidrange,
864,180,168,0,160.12,3,3,D#,lowMidrange,
865,220,205,0,169.65,3,4,E,lowMidrange,
866,255,238,5,180.92,3,5,F,lowMidrange,
867,255,241,45,190.5,3,6,F#,lowMidrange,
868,255,244,85,201.96,3,7,G,lowMidrange,
869,255,246,125,213.68,3,8,G#,lowMidrange,
870,255,249,165,226.54,3,8,G#,lowMidrange,
871,255,252,205,240.17,3,10,A#,lowMidrange,
872,9,20,0,254.79,3,11,B,lowMidrange,
873,26,60,0,269.41,4,0,C,midMidrange,
874,43,100,0,285.28,4,1,C#,midMidrange,
875,61,140,0,302.55,4,2,D,midMidrange,
876,78,180,0,320.38,4,3,D#,midMidrange,
877,95,220,0,339.26,4,4,E,midMidrange,
878,113,255,5,359.1,4,5,F,midMidrange,
879,136,255,45,381.0,4,6,F#,midMidrange,
880,159,255,85,403.83,4,7,G,midMidrange,
881,181,255,125,427.45,4,8,G#,midMidrange,
882,204,255,165,453.08,4,8,G#,midMidrange,
883,227,255,205,480.24,4,10,A#,midMidrange,
884,0,15,20,509.53,5,11,B,highMidrange,
885,0,45,60,538.81,5,0,C,highMidrange,
886,0,75,100,570.85,5,1,C#,highMidrange,
887,0,105,140,604.79,5,2,D,highMidrange,
888,0,135,180,640.75,5,3,D#,highMidrange,
889,0,165,220,678.86,5,4,E,highMidrange,
890,5,192,255,721.78,5,5,F,highMidrange,
891,45,202,255,761.99,5,6,F#,highMidrange,
892,85,213,255,808.23,5,7,G,highMidrange,
893,125,222,255,855.31,5,8,G#,highMidrange,
894,165,233,255,906.68,5,8,G#,highMidrange,
895,205,242,255,959.48,5,10,A#,highMidrange,
896,0,8,20,1018.55,6,11,B,lowTreble,
897,0,23,60,1077.62,6,0,C,lowTreble,
898,0,38,100,1141.1,6,1,C#,lowTreble,
899,0,54,140,1210.22,6,2,D,lowTreble,
900,0,69,180,1281.51,6,3,D#,lowTreble,
901,0,84,220,1357.0,6,4,E,lowTreble,
902,5,101,255,1436.4,6,5,F,lowTreble,
903,45,125,255,1523.3,6,6,F#,lowTreble,
904,85,150,255,1613.88,6,7,G,lowTreble,
905,125,175,255,1710.61,6,8,G#,lowTreble,
906,165,200,255,1813.14,6,8,G#,lowTreble,
907,205,224,255,1920.1,6,10,A#,lowTreble,
908,10,0,17,2038.23,7,11,B,midTreble,
909,30,0,52,2156.36,7,0,C,midTreble,
910,50,0,86,2283.39,7,1,C#,midTreble,
911,70,0,120,2419.16,7,2,D,midTreble,
912,90,0,155,2565.74,7,3,D#,midTreble,
913,110,0,189,2716.84,7,4,E,midTreble,
914,130,0,223,2876.9,7,5,F,midTreble,
915,150,3,255,3056.59,7,6,F#,midTreble,
916,164,37,255,3231.1,7,7,G,midTreble,
917,178,71,255,3419.2,7,8,G#,midTreble,
918,193,106,255,3629.02,7,8,G#,midTreble,
919,207,140,255,3842.42,7,10,A#,midTreble,
920,10,0,14,4078.93,7,11,B,midTreble,
921,31,0,43,4315.44,8,0,C,highTreble,
922,51,0,71,4566.78,8,1,C#,highTreble,
923,71,0,99,4835.46,8,2,D,highTreble,
924,92,0,128,5129.02,8,3,D#,highTreble,
925,112,0,156,5430.83,8,4,E,highTreble,
926,132,0,185,5753.78,8,5,F,highTreble,
927,152,0,213,6088.59,8,6,F#,highTreble,
928,173,0,242,6462.21,8,7,G,highTreble,
929,187,15,255,6842.44,8,8,G#,highTreble,
930,195,43,255,7243.65,8,9,A,highTreble,
931,203,71,255,7668.06,8,10,A#,highTreble,
932,97,0,0,22.48,0,5,F,lowBass,
933,255,0,0,44.95,1,5,F,midBass,
934,255,136,0,89.91,2,5,F,highBass,
935,255,238,0,179.81,3,5,F,lowMidrange,
936,111,255,0,359.61,4,5,F,midMidrange,
937,0,191,255,719.23,5,5,F,highMidrange,
938,0,98,255,1438.23,6,5,F,lowTreble,
939,128,0,219,2876.9,7,5,F,midTreble,
940,130,0,181,5753.78,8,5,F,highTreble,
941,97,0,0,22.48,0,5,F,lowBass,
942,255,0,0,44.95,1,5,F,midBass,
943,255,137,0,89.8,2,5,F,highBass,
944,255,239,0,179.7,3,5,F,lowMidrange,
945,112,255,0,359.5,4,5,F,midMidrange,
946,0,192,255,719.12,5,5,F,highMidrange,
947,0,97,255,1438.34,6,5,F,lowTreble,
948,126,0,219,2877.12,7,5,F,midTreble,
949,131,0,181,5753.67,8,5,F,highTreble,
950,15,0,0,16.35,0,0,C,lowBass,
951,31,0,0,17.32,0,1,C#,lowBass,
952,45,0,0,18.35,0,2,D,lowBass,
953,61,0,0,19.45,0,3,D#,lowBass,
954,76,0,0,20.6,0,4,E,lowBass,
955,91,0,0,21.83,0,5,F,lowBass,
956,107,0,0,23.12,0,6,F#,lowBass,
957,121,0,0,24.5,0,7,G,lowBass,
958,137,0,0,25.96,0,8,G#,lowBass,
959,152,0,0,27.5,0,9,A,lowBass,
960,167,0,0,29.14,0,10,A#,lowBass,
961,183,0,0,30.87,0,11,B,lowBass,
962,40,0,0,32.7,1,0,C,midBass,
963,80,0,0,34.65,1,1,C#,midBass,
964,120,0,0,36.71,1,2,D,midBass,
965,160,0,0,38.89,1,3,D#,midBass,
966,200,0,0,41.2,1,4,E,midBass,
967,240,0,0,43.65,1,5,F,midBass,
968,255,25,25,46.25,1,6,F#,midBass,
969,255,65,65,49.0,1,7,G,midBass,
970,255,105,105,55.91,1,8,G#,midBass,
971,255,145,145,55.0,1,7,G,midBass,
972,255,185,185,58.27,1,10,A#,midBass,
973,255,225,225,61.74,1,11,B,midBass,
974,40,21,0,65.41,2,0,C,highBass,
975,80,43,0,69.3,2,1,C#,highBass,
976,120,64,0,73.42,2,2,D,highBass,
977,160,85,0,77.78,2,3,D#,highBass,
978,200,107,0,82.41,2,4,E,highBass,
979,240,128,0,87.31,2,5,F,highBass,
980,255,148,25,92.5,2,6,F#,highBass,
981,255,166,65,98.0,2,7,G,highBass,
982,255,185,105,103.83,2,8,G#,highBass,
983,255,204,145,110.0,2,8,G#,highBass,
984,255,222,185,116.54,2,10,A#,highBass,
985,255,241,225,123.47,2,10,A#,highBass,
986,40,37,0,130.81,3,0,C,lowMidrange,
987,80,75,0,138.59,3,1,C#,lowMidrange,
988,120,112,0,146.83,3,2,D,lowMidrange,
989,160,150,0,155.56,3,3,D#,lowMidrange,
990,200,187,0,164.81,3,4,E,lowMidrange,
991,240,224,0,174.61,3,5,F,lowMidrange,
992,255,240,25,185.0,3,6,F#,lowMidrange,
993,255,242,65,196.0,3,7,G,lowMidrange,
994,255,245,105,207.65,3,8,G#,lowMidrange,
995,255,248,145,220.0,3,8,G#,lowMidrange,
996,255,250,185,233.08,3,10,A#,lowMidrange,
997,255,253,225,246.94,3,11,B,lowMidrange,
998,17,40,0,261.63,4,0,C,midMidrange,
999,35,80,0,277.18,4,1,C#,midMidrange,
1000,52,120,0,293.66,4,2,D,midMidrange,
1001,69,160,0,311.13,4,3,D#,midMidrange,
1002,87,200,0,329.63,4,4,E,midMidrange,
1003,104,240,0,349.23,4,5,F,midMidrange,
1004,125,255,25,369.99,4,6,F#,midMidrange,
1005,147,255,65,392.0,4,7,G,midMidrange,
1006,170,255,105,415.3,4,8,G#,midMidrange,
1007,193,255,145,440.0,4,8,G#,midMidrange,
1008,215,255,185,466.16,4,9,A,midMidrange,
1009,238,255,225,493.88,4,10,A#,midMidrange,
1010,0,30,40,523.25,5,0,C,highMidrange,
1011,0,60,80,554.37,5,1,C#,highMidrange,
1012,0,90,120,587.33,5,2,D,highMidrange,
1013,0,120,160,622.25,5,3,D#,highMidrange,
1014,0,150,200,659.25,5,4,E,highMidrange,
1015,0,180,240,698.46,5,5,F,highMidrange,
1016,25,197,255,739.99,5,6,F#,highMidrange,
1017,65,207,255,783.99,5,7,G,highMidrange,
1018,105,217,255,830.61,5,8,G#,highMidrange,
1019,145,227,255,880.0,5,8,G#,highMidrange,
1020,185,238,255,932.33,5,10,A#,highMidrange,
1021,225,247,255,987.77,5,11,B,highMidrange,
1022,0,15,40,1046.5,6,0,C,lowTreble,
1023,0,31,80,1108.73,6,1,C#,lowTreble,
1024,0,46,120,1174.66,6,2,D,lowTreble,
1025,0,61,160,1244.51,6,3,D#,lowTreble,
1026,0,77,200,1318.51,6,4,E,lowTreble,
1027,0,92,240,1396.91,6,5,F,lowTreble,
1028,25,113,255,1479.98,6,6,F#,lowTreble,
1029,65,138,255,1567.98,6,7,G,lowTreble,
1030,105,163,255,1661.22,6,8,G#,lowTreble,
1031,145,187,255,1760.0,6,8,G#,lowTreble,
1032,185,212,255,1864.66,6,10,A#,lowTreble,
1033,225,236,255,1975.53,6,11,B,lowTreble,
1034,20,0,34,2093.0,7,0,C,midTreble,
1035,40,0,69,2217.46,7,1,C#,midTreble,
1036,60,0,103,2349.32,7,2,D,midTreble,
1037,80,0,137,2489.0,7,3,D#,midTreble,
1038,100,0,171,2637.0,7,4,E,midTreble,
1039,120,0,206,2793.83,7,5,F,midTreble,
1040,140,0,240,2959.96,7,6,F#,midTreble,
1041,157,19,255,3135.96,7,7,G,midTreble,
1042,171,54,255,3322.44,7,8,G#,midTreble,
1043,186,88,255,3520.0,7,8,G#,midTreble,
1044,200,122,255,3729.31,7,10,A#,midTreble,
1045,214,157,255,3951.0,7,11,B,midTreble,
1046,20,0,28,4186.0,8,0,C,highTreble,
1047,41,0,57,4434.92,8,1,C#,highTreble,
1048,61,0,85,4698.63,8,2,D,highTreble,
1049,81,0,114,4978.0,8,3,D#,highTreble,
1050,102,0,142,5274.0,8,4,E,highTreble,
1051,122,0,170,5587.65,8,4,E,highTreble,
1052,143,0,199,5919.91,8,6,F#,highTreble,
1053,163,0,227,6271.93,8,7,G,highTreble,
1054,183,1,255,6644.88,8,8,G#,highTreble,
1055,191,29,255,7040.0,8,9,A,highTreble,
1056,199,58,255,7458.62,8,10,A#,highTreble,
1057,207,86,255,7902.13,8,11,B,highTreble,
1058,23,0,0,16.84,0,0,C,lowBass,
1059,38,0,0,17.84,0,1,C#,lowBass,
1060,54,0,0,18.97,0,2,D,lowBass,
1061,68,0,0,19.99,0,3,D#,lowBass,
1062,84,0,0,21.26,0,4,E,lowBass,
1063,99,0,0,22.48,0,5,F,lowBass,
1064,114,0,0,23.81,0,6,F#,lowBass,
1065,129,0,0,25.23,0,7,G,lowBass,
1066,144,0,0,26.68,0,8,G#,lowBass,
1067,160,0,0,28.37,0,9,A,lowBass,
1068,175,0,0,30.01,0,10,A#,lowBass,
1069,20,0,0,31.79,0,11,B,lowBass,
1070,60,0,0,33.68,1,0,C,midBass,
1071,100,0,0,35.68,1,1,C#,midBass,
1072,140,0,0,37.8,1,2,D,midBass,
1073,180,0,0,40.05,1,3,D#,midBass,
1074,220,0,0,42.43,1,4,E,midBass,
1075,255,5,5,44.65,1,5,F,midBass,
1076,255,45,45,47.63,1,6,F#,midBass,
1077,255,85,85,52.46,1,7,G,midBass,
1078,255,125,125,55.46,1,7,G,midBass,
1079,255,165,165,56.64,1,8,G#,midBass,
1080,255,205,205,60.01,1,10,A#,midBass,
1081,20,11,0,63.68,1,11,B,midBass,
1082,60,32,0,67.36,2,0,C,highBass,
1083,100,53,0,71.33,2,1,C#,highBass,
1084,140,75,0,75.64,2,2,D,highBass,
1085,180,96,0,80.1,2,3,D#,highBass,
1086,220,117,0,84.82,2,4,E,highBass,
1087,255,138,5,89.91,2,5,F,highBass,
1088,255,157,45,95.25,2,6,F#,highBass,
1089,255,176,85,100.96,2,7,G,highBass,
1090,255,194,125,106.86,2,8,G#,highBass,
1091,255,213,165,113.27,2,8,G#,highBass,
1092,255,232,205,120.06,2,10,A#,highBass,
1093,20,19,0,127.38,2,11,B,highBass,
1094,60,56,0,134.7,3,0,C,lowMidrange,
1095,100,93,0,142.66,3,1,C#,lowMidrange,
1096,140,131,0,151.2,3,2,D,lowMidrange,
1097,180,168,0,160.12,3,3,D#,lowMidrange,
1098,220,205,0,169.65,3,4,E,lowMidrange,
1099,255,238,5,180.92,3,5,F,lowMidrange,
1100,255,241,45,190.5,3,6,F#,lowMidrange,
1101,255,244,85,201.96,3,7,G,lowMidrange,
1102,255,246,125,213.68,3,8,G#,lowMidrange,
1103,255,249,165,226.54,3,8,G#,lowMidrange,
1104,255,252,205,240.17,3,10,A#,lowMidrange,
1105,9,20,0,254.79,3,11,B,lowMidrange,
1106,26,60,0,269.41,4,0,C,midMidrange,
1107,43,100,0,285.28,4,1,C#,midMidrange,
